Date,Descripcion,Coco
2015-06-09,Barahona,7.0
2015-06-09,Distrito Nacional,4.0
2015-06-09,Espaillat,3.0
2015-06-09,Hermanas Mirabal,3.0
2015-06-09,La Altagracia,7.0
2015-06-09,La Romana,7.0
2015-06-09,La Vega,3.0
2015-06-09,Puerto Plata,3.0
2015-06-09,San Cristobal,2.0
2015-06-09,Santiago,3.0
2015-06-09,Santo Domingo,4.0
2015-06-10,Barahona,7.0
2015-06-10,Distrito Nacional,4.0
2015-06-10,Espaillat,3.0
2015-06-10,Hermanas Mirabal,3.0
2015-06-10,La Altagracia,7.0
2015-06-10,La Romana,7.0
2015-06-10,La Vega,3.0
2015-06-10,Puerto Plata,3.0
2015-06-10,San Cristobal,2.0
2015-06-10,Santiago,3.0
2015-06-10,Santo Domingo,4.0
2015-06-11,Barahona,7.0
2015-06-11,Distrito Nacional,4.0
2015-06-11,Espaillat,3.0
2015-06-11,Hermanas Mirabal,3.0
2015-06-11,La Altagracia,7.0
2015-06-11,La Romana,7.0
2015-06-11,La Vega,3.0
2015-06-11,Puerto Plata,3.0
2015-06-11,San Cristobal,2.0
2015-06-11,Santiago,3.0
2015-06-11,Santo Domingo,4.0
2015-06-12,Barahona,7.0
2015-06-12,Distrito Nacional,4.0
2015-06-12,Espaillat,3.0
2015-06-12,Hermanas Mirabal,3.0
2015-06-12,La Altagracia,7.0
2015-06-12,La Romana,7.0
2015-06-12,La Vega,3.0
2015-06-12,Puerto Plata,3.0
2015-06-12,San Cristobal,2.0
2015-06-12,Santiago,3.0
2015-06-12,Santo Domingo,4.0
2015-06-13,Barahona,7.0
2015-06-13,Distrito Nacional,4.0
2015-06-13,Espaillat,3.0
2015-06-13,Hermanas Mirabal,3.0
2015-06-13,La Altagracia,7.0
2015-06-13,La Romana,7.0
2015-06-13,La Vega,3.0
2015-06-13,Puerto Plata,3.0
2015-06-13,San Cristobal,2.0
2015-06-13,Santiago,3.0
2015-06-13,Santo Domingo,4.0
2015-06-14,Barahona,7.0
2015-06-14,Distrito Nacional,4.0
2015-06-14,Espaillat,3.0
2015-06-14,Hermanas Mirabal,3.0
2015-06-14,La Altagracia,7.0
2015-06-14,La Romana,7.0
2015-06-14,La Vega,3.0
2015-06-14,Puerto Plata,3.0
2015-06-14,San Cristobal,2.0
2015-06-14,Santiago,3.0
2015-06-14,Santo Domingo,4.0
2015-06-15,Barahona,7.0
2015-06-15,Distrito Nacional,4.0
2015-06-15,Espaillat,3.0
2015-06-15,Hermanas Mirabal,3.0
2015-06-15,La Altagracia,7.0
2015-06-15,La Romana,7.0
2015-06-15,La Vega,3.0
2015-06-15,Puerto Plata,3.0
2015-06-15,San Cristobal,2.0
2015-06-15,Santiago,3.0
2015-06-15,Santo Domingo,4.0
2015-06-16,Barahona,7.0
2015-06-16,Distrito Nacional,4.0
2015-06-16,Espaillat,3.0
2015-06-16,Hermanas Mirabal,3.0
2015-06-16,La Altagracia,7.0
2015-06-16,La Romana,7.0
2015-06-16,La Vega,3.0
2015-06-16,Puerto Plata,3.0
2015-06-16,San Cristobal,2.0
2015-06-16,Santiago,3.0
2015-06-16,Santo Domingo,4.0
2015-06-17,Barahona,7.0
2015-06-17,Distrito Nacional,4.0
2015-06-17,Espaillat,3.0
2015-06-17,Hermanas Mirabal,3.0
2015-06-17,La Altagracia,7.0
2015-06-17,La Romana,7.0
2015-06-17,La Vega,3.0
2015-06-17,Puerto Plata,3.0
2015-06-17,San Cristobal,2.0
2015-06-17,Santiago,3.0
2015-06-17,Santo Domingo,4.0
2015-06-18,Barahona,7.0
2015-06-18,Distrito Nacional,4.0
2015-06-18,Espaillat,3.0
2015-06-18,Hermanas Mirabal,3.0
2015-06-18,La Altagracia,7.0
2015-06-18,La Romana,7.0
2015-06-18,La Vega,3.0
2015-06-18,Puerto Plata,3.0
2015-06-18,San Cristobal,2.0
2015-06-18,Santiago,3.0
2015-06-18,Santo Domingo,4.0
2015-06-19,Barahona,7.0
2015-06-19,Distrito Nacional,4.0
2015-06-19,Espaillat,3.0
2015-06-19,Hermanas Mirabal,3.0
2015-06-19,La Altagracia,7.0
2015-06-19,La Romana,7.0
2015-06-19,La Vega,3.0
2015-06-19,Puerto Plata,3.0
2015-06-19,San Cristobal,2.0
2015-06-19,Santiago,3.0
2015-06-19,Santo Domingo,4.0
2015-06-20,Barahona,7.0
2015-06-20,Distrito Nacional,4.0
2015-06-20,Espaillat,3.0
2015-06-20,Hermanas Mirabal,3.0
2015-06-20,La Altagracia,7.0
2015-06-20,La Romana,7.0
2015-06-20,La Vega,3.0
2015-06-20,Puerto Plata,3.0
2015-06-20,San Cristobal,2.0
2015-06-20,Santiago,3.0
2015-06-20,Santo Domingo,4.0
2015-06-21,Barahona,7.0
2015-06-21,Distrito Nacional,4.0
2015-06-21,Espaillat,3.0
2015-06-21,Hermanas Mirabal,3.0
2015-06-21,La Altagracia,7.0
2015-06-21,La Romana,7.0
2015-06-21,La Vega,3.0
2015-06-21,Puerto Plata,3.0
2015-06-21,San Cristobal,2.0
2015-06-21,Santiago,3.0
2015-06-21,Santo Domingo,4.0
2015-06-22,Barahona,7.0
2015-06-22,Distrito Nacional,4.0
2015-06-22,Espaillat,3.0
2015-06-22,Hermanas Mirabal,3.0
2015-06-22,La Altagracia,7.0
2015-06-22,La Romana,7.0
2015-06-22,La Vega,3.0
2015-06-22,Puerto Plata,3.0
2015-06-22,San Cristobal,2.0
2015-06-22,Santiago,3.0
2015-06-22,Santo Domingo,4.0
2015-06-23,Barahona,7.0
2015-06-23,Distrito Nacional,4.0
2015-06-23,Espaillat,3.0
2015-06-23,Hermanas Mirabal,3.0
2015-06-23,La Altagracia,7.0
2015-06-23,La Romana,7.0
2015-06-23,La Vega,3.0
2015-06-23,Puerto Plata,3.0
2015-06-23,San Cristobal,2.0
2015-06-23,Santiago,3.0
2015-06-23,Santo Domingo,4.0
2015-06-24,Barahona,7.0
2015-06-24,Distrito Nacional,4.0
2015-06-24,Espaillat,3.0
2015-06-24,Hermanas Mirabal,3.0
2015-06-24,La Altagracia,7.0
2015-06-24,La Romana,7.0
2015-06-24,La Vega,3.0
2015-06-24,Puerto Plata,3.0
2015-06-24,San Cristobal,2.0
2015-06-24,Santiago,3.0
2015-06-24,Santo Domingo,4.0
2015-06-25,Barahona,7.0
2015-06-25,Distrito Nacional,4.0
2015-06-25,Espaillat,3.0
2015-06-25,Hermanas Mirabal,3.0
2015-06-25,La Altagracia,7.0
2015-06-25,La Romana,7.0
2015-06-25,La Vega,3.0
2015-06-25,Puerto Plata,3.0
2015-06-25,San Cristobal,2.0
2015-06-25,Santiago,3.0
2015-06-25,Santo Domingo,4.0
2015-06-26,Barahona,7.0
2015-06-26,Distrito Nacional,4.0
2015-06-26,Espaillat,3.0
2015-06-26,Hermanas Mirabal,3.0
2015-06-26,La Altagracia,7.0
2015-06-26,La Romana,7.0
2015-06-26,La Vega,3.0
2015-06-26,Puerto Plata,3.0
2015-06-26,San Cristobal,2.0
2015-06-26,Santiago,3.0
2015-06-26,Santo Domingo,4.0
2015-06-27,Barahona,7.0
2015-06-27,Distrito Nacional,4.0
2015-06-27,Espaillat,3.0
2015-06-27,Hermanas Mirabal,3.0
2015-06-27,La Altagracia,7.0
2015-06-27,La Romana,7.0
2015-06-27,La Vega,3.0
2015-06-27,Puerto Plata,3.0
2015-06-27,San Cristobal,2.0
2015-06-27,Santiago,3.0
2015-06-27,Santo Domingo,4.0
2015-06-28,Barahona,7.0
2015-06-28,Distrito Nacional,4.0
2015-06-28,Espaillat,3.0
2015-06-28,Hermanas Mirabal,3.0
2015-06-28,La Altagracia,7.0
2015-06-28,La Romana,7.0
2015-06-28,La Vega,3.0
2015-06-28,Puerto Plata,3.0
2015-06-28,San Cristobal,2.0
2015-06-28,Santiago,3.0
2015-06-28,Santo Domingo,4.0
2015-06-29,Barahona,7.0
2015-06-29,Distrito Nacional,4.0
2015-06-29,Espaillat,3.0
2015-06-29,Hermanas Mirabal,3.0
2015-06-29,La Altagracia,7.0
2015-06-29,La Romana,7.0
2015-06-29,La Vega,3.0
2015-06-29,Puerto Plata,3.0
2015-06-29,San Cristobal,2.0
2015-06-29,Santiago,3.0
2015-06-29,Santo Domingo,4.0
2015-06-30,Barahona,7.0
2015-06-30,Distrito Nacional,4.0
2015-06-30,Espaillat,3.0
2015-06-30,Hermanas Mirabal,3.0
2015-06-30,La Altagracia,7.0
2015-06-30,La Romana,7.0
2015-06-30,La Vega,3.0
2015-06-30,Puerto Plata,3.0
2015-06-30,San Cristobal,2.0
2015-06-30,Santiago,3.0
2015-06-30,Santo Domingo,4.0
2015-07-01,Barahona,7.0
2015-07-01,Distrito Nacional,4.0
2015-07-01,Espaillat,3.0
2015-07-01,Hermanas Mirabal,3.0
2015-07-01,La Altagracia,7.0
2015-07-01,La Romana,7.0
2015-07-01,La Vega,3.0
2015-07-01,Puerto Plata,3.0
2015-07-01,San Cristobal,2.0
2015-07-01,Santiago,3.0
2015-07-01,Santo Domingo,4.0
2015-07-02,Barahona,7.0
2015-07-02,Distrito Nacional,4.0
2015-07-02,Espaillat,3.0
2015-07-02,Hermanas Mirabal,3.0
2015-07-02,La Altagracia,7.0
2015-07-02,La Romana,7.0
2015-07-02,La Vega,3.0
2015-07-02,Puerto Plata,3.0
2015-07-02,San Cristobal,2.0
2015-07-02,Santiago,3.0
2015-07-02,Santo Domingo,4.0
2015-07-03,Barahona,7.0
2015-07-03,Distrito Nacional,4.0
2015-07-03,Espaillat,3.0
2015-07-03,Hermanas Mirabal,3.0
2015-07-03,La Altagracia,7.0
2015-07-03,La Romana,7.0
2015-07-03,La Vega,3.0
2015-07-03,Puerto Plata,3.0
2015-07-03,San Cristobal,2.0
2015-07-03,Santiago,3.0
2015-07-03,Santo Domingo,4.0
2015-07-04,Barahona,7.0
2015-07-04,Distrito Nacional,4.0
2015-07-04,Espaillat,3.0
2015-07-04,Hermanas Mirabal,3.0
2015-07-04,La Altagracia,7.0
2015-07-04,La Romana,7.0
2015-07-04,La Vega,3.0
2015-07-04,Puerto Plata,3.0
2015-07-04,San Cristobal,2.0
2015-07-04,Santiago,3.0
2015-07-04,Santo Domingo,4.0
2015-07-05,Barahona,7.0
2015-07-05,Distrito Nacional,4.0
2015-07-05,Espaillat,3.0
2015-07-05,Hermanas Mirabal,3.0
2015-07-05,La Altagracia,7.0
2015-07-05,La Romana,7.0
2015-07-05,La Vega,3.0
2015-07-05,Puerto Plata,3.0
2015-07-05,San Cristobal,2.0
2015-07-05,Santiago,3.0
2015-07-05,Santo Domingo,4.0
2015-07-06,Barahona,7.0
2015-07-06,Distrito Nacional,4.0
2015-07-06,Espaillat,3.0
2015-07-06,Hermanas Mirabal,3.0
2015-07-06,La Altagracia,7.0
2015-07-06,La Romana,7.0
2015-07-06,La Vega,3.0
2015-07-06,Puerto Plata,3.0
2015-07-06,San Cristobal,2.0
2015-07-06,Santiago,3.0
2015-07-06,Santo Domingo,4.0
2015-07-07,Barahona,7.0
2015-07-07,Distrito Nacional,4.0
2015-07-07,Espaillat,3.0
2015-07-07,Hermanas Mirabal,3.0
2015-07-07,La Altagracia,7.0
2015-07-07,La Romana,7.0
2015-07-07,La Vega,3.0
2015-07-07,Puerto Plata,3.0
2015-07-07,San Cristobal,2.0
2015-07-07,Santiago,3.0
2015-07-07,Santo Domingo,4.0
2015-07-08,Barahona,7.0
2015-07-08,Distrito Nacional,4.0
2015-07-08,Espaillat,3.0
2015-07-08,Hermanas Mirabal,3.0
2015-07-08,La Altagracia,7.0
2015-07-08,La Romana,7.0
2015-07-08,La Vega,3.0
2015-07-08,Puerto Plata,3.0
2015-07-08,San Cristobal,2.0
2015-07-08,Santiago,3.0
2015-07-08,Santo Domingo,4.0
2015-07-09,Barahona,7.0
2015-07-09,Distrito Nacional,4.0
2015-07-09,Espaillat,3.0
2015-07-09,Hermanas Mirabal,3.0
2015-07-09,La Altagracia,7.0
2015-07-09,La Romana,7.0
2015-07-09,La Vega,3.0
2015-07-09,Puerto Plata,3.0
2015-07-09,San Cristobal,2.0
2015-07-09,Santiago,3.0
2015-07-09,Santo Domingo,4.0
2015-07-10,Barahona,7.0
2015-07-10,Distrito Nacional,4.0
2015-07-10,Espaillat,3.0
2015-07-10,Hermanas Mirabal,3.0
2015-07-10,La Altagracia,7.0
2015-07-10,La Romana,7.0
2015-07-10,La Vega,3.0
2015-07-10,Puerto Plata,3.0
2015-07-10,San Cristobal,2.0
2015-07-10,Santiago,3.0
2015-07-10,Santo Domingo,4.0
2015-07-11,Barahona,7.0
2015-07-11,Distrito Nacional,4.0
2015-07-11,Espaillat,3.0
2015-07-11,Hermanas Mirabal,3.0
2015-07-11,La Altagracia,7.0
2015-07-11,La Romana,7.0
2015-07-11,La Vega,3.0
2015-07-11,Puerto Plata,3.0
2015-07-11,San Cristobal,2.0
2015-07-11,Santiago,3.0
2015-07-11,Santo Domingo,4.0
2015-07-12,Barahona,7.0
2015-07-12,Distrito Nacional,4.0
2015-07-12,Espaillat,3.0
2015-07-12,Hermanas Mirabal,3.0
2015-07-12,La Altagracia,7.0
2015-07-12,La Romana,7.0
2015-07-12,La Vega,3.0
2015-07-12,Puerto Plata,3.0
2015-07-12,San Cristobal,2.0
2015-07-12,Santiago,3.0
2015-07-12,Santo Domingo,4.0
2015-07-13,Barahona,7.0
2015-07-13,Distrito Nacional,4.0
2015-07-13,Espaillat,3.0
2015-07-13,Hermanas Mirabal,3.0
2015-07-13,La Altagracia,7.0
2015-07-13,La Romana,7.0
2015-07-13,La Vega,3.0
2015-07-13,Puerto Plata,3.0
2015-07-13,San Cristobal,2.0
2015-07-13,Santiago,3.0
2015-07-13,Santo Domingo,4.0
2015-07-14,Barahona,7.0
2015-07-14,Distrito Nacional,4.0
2015-07-14,Espaillat,3.0
2015-07-14,Hermanas Mirabal,3.0
2015-07-14,La Altagracia,7.0
2015-07-14,La Romana,7.0
2015-07-14,La Vega,3.0
2015-07-14,Puerto Plata,3.0
2015-07-14,San Cristobal,2.0
2015-07-14,Santiago,3.0
2015-07-14,Santo Domingo,4.0
2015-07-15,Barahona,7.0
2015-07-15,Distrito Nacional,4.0
2015-07-15,Espaillat,3.0
2015-07-15,Hermanas Mirabal,3.0
2015-07-15,La Altagracia,7.0
2015-07-15,La Romana,7.0
2015-07-15,La Vega,3.0
2015-07-15,Puerto Plata,3.0
2015-07-15,San Cristobal,2.0
2015-07-15,Santiago,3.0
2015-07-15,Santo Domingo,4.0
2015-07-16,Barahona,7.0
2015-07-16,Distrito Nacional,4.0
2015-07-16,Espaillat,3.0
2015-07-16,Hermanas Mirabal,3.0
2015-07-16,La Altagracia,7.0
2015-07-16,La Romana,7.0
2015-07-16,La Vega,3.0
2015-07-16,Puerto Plata,3.0
2015-07-16,San Cristobal,2.0
2015-07-16,Santiago,3.0
2015-07-16,Santo Domingo,4.0
2015-07-17,Barahona,7.0
2015-07-17,Distrito Nacional,4.0
2015-07-17,Espaillat,3.0
2015-07-17,Hermanas Mirabal,3.0
2015-07-17,La Altagracia,7.0
2015-07-17,La Romana,7.0
2015-07-17,La Vega,3.0
2015-07-17,Puerto Plata,3.0
2015-07-17,San Cristobal,2.0
2015-07-17,Santiago,3.0
2015-07-17,Santo Domingo,4.0
2015-07-18,Barahona,7.0
2015-07-18,Distrito Nacional,4.0
2015-07-18,Espaillat,3.0
2015-07-18,Hermanas Mirabal,3.0
2015-07-18,La Altagracia,7.0
2015-07-18,La Romana,7.0
2015-07-18,La Vega,3.0
2015-07-18,Puerto Plata,3.0
2015-07-18,San Cristobal,2.0
2015-07-18,Santiago,3.0
2015-07-18,Santo Domingo,4.0
2015-07-19,Barahona,7.0
2015-07-19,Distrito Nacional,4.0
2015-07-19,Espaillat,3.0
2015-07-19,Hermanas Mirabal,3.0
2015-07-19,La Altagracia,7.0
2015-07-19,La Romana,7.0
2015-07-19,La Vega,3.0
2015-07-19,Puerto Plata,3.0
2015-07-19,San Cristobal,2.0
2015-07-19,Santiago,3.0
2015-07-19,Santo Domingo,4.0
2015-07-20,Barahona,7.0
2015-07-20,Distrito Nacional,4.0
2015-07-20,Espaillat,3.0
2015-07-20,Hermanas Mirabal,3.0
2015-07-20,La Altagracia,7.0
2015-07-20,La Romana,7.0
2015-07-20,La Vega,3.0
2015-07-20,Puerto Plata,3.0
2015-07-20,San Cristobal,2.0
2015-07-20,Santiago,3.0
2015-07-20,Santo Domingo,4.0
2015-07-21,Barahona,7.0
2015-07-21,Distrito Nacional,4.0
2015-07-21,Espaillat,3.0
2015-07-21,Hermanas Mirabal,3.0
2015-07-21,La Altagracia,7.0
2015-07-21,La Romana,7.0
2015-07-21,La Vega,3.0
2015-07-21,Puerto Plata,3.0
2015-07-21,San Cristobal,2.0
2015-07-21,Santiago,3.0
2015-07-21,Santo Domingo,4.0
2015-07-22,Barahona,7.0
2015-07-22,Distrito Nacional,4.0
2015-07-22,Espaillat,3.0
2015-07-22,Hermanas Mirabal,3.0
2015-07-22,La Altagracia,7.0
2015-07-22,La Romana,7.0
2015-07-22,La Vega,3.0
2015-07-22,Puerto Plata,3.0
2015-07-22,San Cristobal,2.0
2015-07-22,Santiago,3.0
2015-07-22,Santo Domingo,4.0
2015-07-23,Barahona,7.0
2015-07-23,Distrito Nacional,4.0
2015-07-23,Espaillat,3.0
2015-07-23,Hermanas Mirabal,3.0
2015-07-23,La Altagracia,7.0
2015-07-23,La Romana,7.0
2015-07-23,La Vega,3.0
2015-07-23,Puerto Plata,3.0
2015-07-23,San Cristobal,2.0
2015-07-23,Santiago,3.0
2015-07-23,Santo Domingo,4.0
2015-07-24,Barahona,7.0
2015-07-24,Distrito Nacional,4.0
2015-07-24,Espaillat,3.0
2015-07-24,Hermanas Mirabal,3.0
2015-07-24,La Altagracia,7.0
2015-07-24,La Romana,7.0
2015-07-24,La Vega,3.0
2015-07-24,Puerto Plata,3.0
2015-07-24,San Cristobal,2.0
2015-07-24,Santiago,3.0
2015-07-24,Santo Domingo,4.0
2015-07-25,Barahona,7.0
2015-07-25,Distrito Nacional,4.0
2015-07-25,Espaillat,3.0
2015-07-25,Hermanas Mirabal,3.0
2015-07-25,La Altagracia,7.0
2015-07-25,La Romana,7.0
2015-07-25,La Vega,3.0
2015-07-25,Puerto Plata,3.0
2015-07-25,San Cristobal,2.0
2015-07-25,Santiago,3.0
2015-07-25,Santo Domingo,4.0
2015-07-26,Barahona,7.0
2015-07-26,Distrito Nacional,4.0
2015-07-26,Espaillat,3.0
2015-07-26,Hermanas Mirabal,3.0
2015-07-26,La Altagracia,7.0
2015-07-26,La Romana,7.0
2015-07-26,La Vega,3.0
2015-07-26,Puerto Plata,3.0
2015-07-26,San Cristobal,2.0
2015-07-26,Santiago,3.0
2015-07-26,Santo Domingo,4.0
2015-07-27,Barahona,7.0
2015-07-27,Distrito Nacional,4.0
2015-07-27,Espaillat,3.0
2015-07-27,Hermanas Mirabal,3.0
2015-07-27,La Altagracia,7.0
2015-07-27,La Romana,7.0
2015-07-27,La Vega,3.0
2015-07-27,Puerto Plata,3.0
2015-07-27,San Cristobal,2.0
2015-07-27,Santiago,3.0
2015-07-27,Santo Domingo,4.0
2015-07-28,Barahona,7.0
2015-07-28,Distrito Nacional,4.0
2015-07-28,Espaillat,3.0
2015-07-28,Hermanas Mirabal,3.0
2015-07-28,La Altagracia,7.0
2015-07-28,La Romana,7.0
2015-07-28,La Vega,3.0
2015-07-28,Puerto Plata,3.0
2015-07-28,San Cristobal,2.0
2015-07-28,Santiago,3.0
2015-07-28,Santo Domingo,4.0
2015-07-29,Barahona,7.0
2015-07-29,Distrito Nacional,4.0
2015-07-29,Espaillat,3.0
2015-07-29,Hermanas Mirabal,3.0
2015-07-29,La Altagracia,7.0
2015-07-29,La Romana,7.0
2015-07-29,La Vega,3.0
2015-07-29,Puerto Plata,3.0
2015-07-29,San Cristobal,2.0
2015-07-29,Santiago,3.0
2015-07-29,Santo Domingo,4.0
2015-07-30,Barahona,7.0
2015-07-30,Distrito Nacional,4.0
2015-07-30,Espaillat,3.0
2015-07-30,Hermanas Mirabal,3.0
2015-07-30,La Altagracia,7.0
2015-07-30,La Romana,7.0
2015-07-30,La Vega,3.0
2015-07-30,Puerto Plata,3.0
2015-07-30,San Cristobal,2.0
2015-07-30,Santiago,3.0
2015-07-30,Santo Domingo,4.0
2015-07-31,Barahona,7.0
2015-07-31,Distrito Nacional,4.0
2015-07-31,Espaillat,3.0
2015-07-31,Hermanas Mirabal,3.0
2015-07-31,La Altagracia,7.0
2015-07-31,La Romana,7.0
2015-07-31,La Vega,3.0
2015-07-31,Puerto Plata,3.0
2015-07-31,San Cristobal,2.0
2015-07-31,Santiago,3.0
2015-07-31,Santo Domingo,4.0
2015-08-01,Barahona,7.0
2015-08-01,Distrito Nacional,4.0
2015-08-01,Espaillat,3.0
2015-08-01,Hermanas Mirabal,3.0
2015-08-01,La Altagracia,7.0
2015-08-01,La Romana,7.0
2015-08-01,La Vega,3.0
2015-08-01,Puerto Plata,3.0
2015-08-01,San Cristobal,2.0
2015-08-01,Santiago,3.0
2015-08-01,Santo Domingo,4.0
2015-08-02,Barahona,7.0
2015-08-02,Distrito Nacional,4.0
2015-08-02,Espaillat,3.0
2015-08-02,Hermanas Mirabal,3.0
2015-08-02,La Altagracia,7.0
2015-08-02,La Romana,7.0
2015-08-02,La Vega,3.0
2015-08-02,Puerto Plata,3.0
2015-08-02,San Cristobal,2.0
2015-08-02,Santiago,3.0
2015-08-02,Santo Domingo,4.0
2015-08-03,Barahona,7.0
2015-08-03,Distrito Nacional,4.0
2015-08-03,Espaillat,3.0
2015-08-03,Hermanas Mirabal,3.0
2015-08-03,La Altagracia,7.0
2015-08-03,La Romana,7.0
2015-08-03,La Vega,3.0
2015-08-03,Puerto Plata,3.0
2015-08-03,San Cristobal,2.0
2015-08-03,Santiago,3.0
2015-08-03,Santo Domingo,4.0
2015-08-04,Barahona,7.0
2015-08-04,Distrito Nacional,4.0
2015-08-04,Espaillat,3.0
2015-08-04,Hermanas Mirabal,3.0
2015-08-04,La Altagracia,7.0
2015-08-04,La Romana,7.0
2015-08-04,La Vega,3.0
2015-08-04,Puerto Plata,3.0
2015-08-04,San Cristobal,2.0
2015-08-04,Santiago,3.0
2015-08-04,Santo Domingo,4.0
2015-08-05,Barahona,7.0
2015-08-05,Distrito Nacional,4.0
2015-08-05,Espaillat,3.0
2015-08-05,Hermanas Mirabal,3.0
2015-08-05,La Altagracia,7.0
2015-08-05,La Romana,7.0
2015-08-05,La Vega,3.0
2015-08-05,Puerto Plata,3.0
2015-08-05,San Cristobal,2.0
2015-08-05,Santiago,3.0
2015-08-05,Santo Domingo,4.0
2015-08-06,Barahona,7.0
2015-08-06,Distrito Nacional,4.0
2015-08-06,Espaillat,3.0
2015-08-06,Hermanas Mirabal,3.0
2015-08-06,La Altagracia,7.0
2015-08-06,La Romana,7.0
2015-08-06,La Vega,3.0
2015-08-06,Puerto Plata,3.0
2015-08-06,San Cristobal,2.0
2015-08-06,Santiago,3.0
2015-08-06,Santo Domingo,4.0
2015-08-07,Barahona,7.0
2015-08-07,Distrito Nacional,4.0
2015-08-07,Espaillat,3.0
2015-08-07,Hermanas Mirabal,3.0
2015-08-07,La Altagracia,7.0
2015-08-07,La Romana,7.0
2015-08-07,La Vega,3.0
2015-08-07,Puerto Plata,3.0
2015-08-07,San Cristobal,2.0
2015-08-07,Santiago,3.0
2015-08-07,Santo Domingo,4.0
2015-08-08,Barahona,7.0
2015-08-08,Distrito Nacional,4.0
2015-08-08,Espaillat,3.0
2015-08-08,Hermanas Mirabal,3.0
2015-08-08,La Altagracia,7.0
2015-08-08,La Romana,7.0
2015-08-08,La Vega,3.0
2015-08-08,Puerto Plata,3.0
2015-08-08,San Cristobal,2.0
2015-08-08,Santiago,3.0
2015-08-08,Santo Domingo,4.0
2015-08-09,Barahona,7.0
2015-08-09,Distrito Nacional,4.0
2015-08-09,Espaillat,3.0
2015-08-09,Hermanas Mirabal,3.0
2015-08-09,La Altagracia,7.0
2015-08-09,La Romana,7.0
2015-08-09,La Vega,3.0
2015-08-09,Puerto Plata,3.0
2015-08-09,San Cristobal,2.0
2015-08-09,Santiago,3.0
2015-08-09,Santo Domingo,4.0
2015-08-10,Barahona,7.0
2015-08-10,Distrito Nacional,4.0
2015-08-10,Espaillat,3.0
2015-08-10,Hermanas Mirabal,3.0
2015-08-10,La Altagracia,7.0
2015-08-10,La Romana,7.0
2015-08-10,La Vega,3.0
2015-08-10,Puerto Plata,3.0
2015-08-10,San Cristobal,2.0
2015-08-10,Santiago,3.0
2015-08-10,Santo Domingo,4.0
2015-08-11,Barahona,7.0
2015-08-11,Distrito Nacional,4.0
2015-08-11,Espaillat,3.0
2015-08-11,Hermanas Mirabal,3.0
2015-08-11,La Altagracia,7.0
2015-08-11,La Romana,7.0
2015-08-11,La Vega,3.0
2015-08-11,Puerto Plata,3.0
2015-08-11,San Cristobal,2.0
2015-08-11,Santiago,3.0
2015-08-11,Santo Domingo,4.0
2015-08-12,Barahona,7.0
2015-08-12,Distrito Nacional,4.0
2015-08-12,Espaillat,3.0
2015-08-12,Hermanas Mirabal,3.0
2015-08-12,La Altagracia,7.0
2015-08-12,La Romana,7.0
2015-08-12,La Vega,3.0
2015-08-12,Puerto Plata,3.0
2015-08-12,San Cristobal,2.0
2015-08-12,Santiago,3.0
2015-08-12,Santo Domingo,4.0
2015-08-13,Barahona,7.0
2015-08-13,Distrito Nacional,4.0
2015-08-13,Espaillat,3.0
2015-08-13,Hermanas Mirabal,3.0
2015-08-13,La Altagracia,7.0
2015-08-13,La Romana,7.0
2015-08-13,La Vega,3.0
2015-08-13,Puerto Plata,3.0
2015-08-13,San Cristobal,2.0
2015-08-13,Santiago,3.0
2015-08-13,Santo Domingo,4.0
2015-08-14,Barahona,7.0
2015-08-14,Distrito Nacional,4.0
2015-08-14,Espaillat,3.0
2015-08-14,Hermanas Mirabal,3.0
2015-08-14,La Altagracia,7.0
2015-08-14,La Romana,7.0
2015-08-14,La Vega,3.0
2015-08-14,Puerto Plata,3.0
2015-08-14,San Cristobal,2.0
2015-08-14,Santiago,3.0
2015-08-14,Santo Domingo,4.0
2015-08-15,Barahona,7.0
2015-08-15,Distrito Nacional,4.0
2015-08-15,Espaillat,3.0
2015-08-15,Hermanas Mirabal,3.0
2015-08-15,La Altagracia,7.0
2015-08-15,La Romana,7.0
2015-08-15,La Vega,3.0
2015-08-15,Puerto Plata,3.0
2015-08-15,San Cristobal,2.0
2015-08-15,Santiago,3.0
2015-08-15,Santo Domingo,4.0
2015-08-16,Barahona,7.0
2015-08-16,Distrito Nacional,4.0
2015-08-16,Espaillat,3.0
2015-08-16,Hermanas Mirabal,3.0
2015-08-16,La Altagracia,7.0
2015-08-16,La Romana,7.0
2015-08-16,La Vega,3.0
2015-08-16,Puerto Plata,3.0
2015-08-16,San Cristobal,2.0
2015-08-16,Santiago,3.0
2015-08-16,Santo Domingo,4.0
2015-08-17,Barahona,7.0
2015-08-17,Distrito Nacional,4.0
2015-08-17,Espaillat,3.0
2015-08-17,Hermanas Mirabal,3.0
2015-08-17,La Altagracia,7.0
2015-08-17,La Romana,7.0
2015-08-17,La Vega,3.0
2015-08-17,Puerto Plata,3.0
2015-08-17,San Cristobal,2.0
2015-08-17,Santiago,3.0
2015-08-17,Santo Domingo,4.0
2015-08-18,Barahona,7.0
2015-08-18,Distrito Nacional,4.0
2015-08-18,Espaillat,3.0
2015-08-18,Hermanas Mirabal,3.0
2015-08-18,La Altagracia,7.0
2015-08-18,La Romana,7.0
2015-08-18,La Vega,3.0
2015-08-18,Puerto Plata,3.0
2015-08-18,San Cristobal,2.0
2015-08-18,Santiago,3.0
2015-08-18,Santo Domingo,4.0
